CODE_IRIS_2022,CODE_IRIS_2021,CODE_IRIS_2020,CODE_IRIS_2019,CODE_IRIS_2018,CODE_IRIS_2017,CODE_IRIS_2016,CODE_IRIS_2015,CODE_IRIS_2014,CODE_IRIS_2013,CODE_IRIS_2012,CODE_IRIS_2011,CODE_IRIS_2010,CODE_IRIS_2009,CODE_IRIS_2008,CODE_IRIS_1999
480940000,480940000,480940000,480940000,480940000,480940000,481950000,481950000,481950000,481950000,481950000,481950000,481950000,481950000,481950000,481950000
480990000,480990000,480990000,480990000,480990000,480990000,480990000,480490000,480490000,480490000,480490000,480490000,480490000,480490000,480490000,480490000
481050000,481050000,481050000,481050000,481050000,481050000,481050000,480620000,480620000,480620000,480620000,480620000,480620000,480620000,480620000,480620000
481160000,481160000,481160000,481160000,481160000,481160000,481160000,480660000,480660000,480660000,480660000,480660000,480660000,480660000,480660000,480660000
481160000,481160000,481160000,481160000,481160000,481160000,481160000,481720000,481720000,481720000,481720000,481720000,481720000,481720000,481720000,481720000
481260000,481260000,481260000,481260000,480780000,480780000,480780000,480780000,480780000,480780000,480780000,480780000,480780000,480780000,480780000,480780000
481270000,481270000,481270000,481270000,480570000,480570000,480570000,480570000,480570000,480570000,480570000,480570000,480570000,480570000,480570000,480570000
481270000,481270000,481270000,481270000,481330000,481330000,481330000,481330000,481330000,481330000,481330000,481330000,481330000,481330000,481330000,481330000
481270000,481270000,481270000,481270000,481890000,481890000,481890000,481890000,481890000,481890000,481890000,481890000,481890000,481890000,481890000,481890000
481270000,481270000,481270000,481270000,481970000,481970000,481970000,481970000,481970000,481970000,481970000,481970000,481970000,481970000,481970000,481970000
481390000,481390000,481390000,481390000,481390000,481390000,480840000,480840000,480840000,480840000,480840000,480840000,480840000,480840000,480840000,480840000
481460000,481460000,481460000,481460000,481460000,481460000,481010000,481010000,481010000,481010000,481010000,481010000,481010000,481010000,481010000,481010000
481460000,481460000,481460000,481460000,481460000,481460000,481220000,481220000,481220000,481220000,481220000,481220000,481220000,481220000,481220000,481220000
481520000,481520000,481520000,481520000,481520000,481520000,481520000,481340000,481340000,481340000,481340000,481340000,481340000,481340000,481340000,481340000
481660000,481660000,481660000,481660000,481660000,481660000,481660000,481620000,481620000,481620000,481620000,481620000,481620000,481620000,481620000,481620000
490030000,490030000,490030000,490030000,490030000,490030000,490030000,491810000,491810000,491810000,491810000,491810000,491810000,491810000,491810000,491810000
490030000,490030000,490030000,490030000,490030000,490030000,490030000,492300000,492300000,492300000,492300000,492300000,492300000,492300000,492300000,492300000
490070605,490070605,490070605,490070605,490070605,490070605,490070605,490070605,490070605,490070605,490070605,490070604,490070604,490070604,490070604,490070604
490070707,490070707,490070707,490070707,490070707,490070707,490070707,490070707,490070707,490070707,490070707,490070702,490070702,490070702,490070702,490070702
490071111,490071111,490071111,490071111,490071111,490071111,490071111,490071111,490071111,490071111,490071111,490071111,490071111,490071111,490071111,490071102
490071113,490071113,490071113,490071113,490071113,490071113,490071113,490071113,490071113,490071113,490071113,490071113,490071113,490071113,490071113,490071108
490150108,490150108,490150108,490150108,490150108,490150108,490150108,490150108,490150108,490150108,490150108,490150108,490150108,490150108,490150108,490150103
490150108,490150108,490150108,490150108,490150108,490150108,490150108,490150108,490150108,490150108,490150108,490150108,490150108,490150108,490150108,490150104
490150109,490150109,490150109,490150109,490150109,490150109,490150109,490150109,490150109,490150109,490150109,490150109,490150109,490150109,490150109,490150103
490150109,490150109,490150109,490150109,490150109,490150109,490150109,490150109,490150109,490150109,490150109,490150109,490150109,490150109,490150109,490150104
490150110,490150110,490150110,490150110,490150110,490150110,490150110,490150110,490150110,490150110,490150110,490150105,490150105,490150105,490150105,490150105
490150111,490150111,490150111,490150111,490150111,490150111,490150111,490150111,490150111,490150111,490150111,490150107,490150107,490150107,490150107,490150107
490180000,490180000,490180000,490180000,490180000,490180000,490180000,490180000,490180000,490180000,492130000,492130000,492130000,492130000,492130000,492130000
490180000,490180000,490180000,490180000,490180000,490180000,490180000,490180000,490180000,490180000,492450000,492450000,492450000,492450000,492450000,492450000
490180000,490180000,490180000,490180000,490180000,490180000,490180000,490180000,490180000,490180000,493030000,493030000,493030000,493030000,493030000,493030000
490180000,490180000,490180000,490180000,490180000,490180000,490180000,490180000,490180000,490180000,493720000,493720000,493720000,493720000,493720000,493720000
490180101,490180101,490180101,490180101,490180101,490180101,490180000,490310000,490310000,490310000,490310000,490310000,490310000,490310000,490310000,490310000
490180101,490180101,490180101,490180101,490180101,490180101,490180000,490790000,490790000,490790000,490790000,490790000,490790000,490790000,490790000,490790000
490180101,490180101,490180101,490180101,490180101,490180101,490180000,490970000,490970000,490970000,490970000,490970000,490970000,490970000,490970000,490970000
490180101,490180101,490180101,490180101,490180101,490180101,490180000,491010000,491010000,491010000,491010000,491010000,491010000,491010000,491010000,491010000
490180101,490180101,490180101,490180101,490180101,490180101,490180000,491160000,491160000,491160000,491160000,491160000,491160000,491160000,491160000,491160000
490180101,490180101,490180101,490180101,490180101,490180101,490180000,491280000,491280000,491280000,491280000,491280000,491280000,491280000,491280000,491280000
490180101,490180101,490180101,490180101,490180101,490180101,490180000,491430000,491430000,491430000,491430000,491430000,491430000,491430000,491430000,491430000
490180101,490180101,490180101,490180101,490180101,490180101,490180000,491570000,491570000,491570000,491570000,491570000,491570000,491570000,491570000,491570000
490180101,490180101,490180101,490180101,490180101,490180101,490180000,493150000,493150000,493150000,493150000,493150000,493150000,493150000,493150000,493150000
490180102,490180102,490180102,490180102,490180102,490180102,491280000,491280000,491280000,491280000,491280000,491280000,491280000,491280000,491280000,491280000
490180102,490180102,490180102,490180102,490180102,490180102,493720000,493720000,493720000,493720000,493720000,493720000,493720000,493720000,493720000,493720000
490180103,490180103,490180103,490180103,490180103,490180103,490310000,490310000,490310000,490310000,490310000,490310000,490310000,490310000,490310000,490310000
490180103,490180103,490180103,490180103,490180103,490180103,490790000,490790000,490790000,490790000,490790000,490790000,490790000,490790000,490790000,490790000
490180103,490180103,490180103,490180103,490180103,490180103,491160000,491160000,491160000,491160000,491160000,491160000,491160000,491160000,491160000,491160000
490180103,490180103,490180103,490180103,490180103,490180103,491570000,491570000,491570000,491570000,491570000,491570000,491570000,491570000,491570000,491570000
490180103,490180103,490180103,490180103,490180103,490180103,492450000,492450000,492450000,492450000,492450000,492450000,492450000,492450000,492450000,492450000
490180201,490180201,490180201,490180201,490180201,490180201,491010000,491010000,491010000,491010000,491010000,491010000,491010000,491010000,491010000,491010000
490180201,490180201,490180201,490180201,490180201,490180201,493030000,493030000,493030000,493030000,493030000,493030000,493030000,493030000,493030000,493030000
490180201,490180201,490180201,490180201,490180201,490180201,493150000,493150000,493150000,493150000,493150000,493150000,493150000,493150000,493150000,493150000
490180201,490180201,490180201,490180201,490180201,490180201,493800000,493800000,493800000,493800000,493800000,493800000,493800000,493800000,493800000,493800000
490180202,490180202,490180202,490180202,490180202,490180202,490970000,490970000,490970000,490970000,490970000,490970000,490970000,490970000,490970000,490970000
490180202,490180202,490180202,490180202,490180202,490180202,491430000,491430000,491430000,491430000,491430000,491430000,491430000,491430000,491430000,491430000
490180202,490180202,490180202,490180202,490180202,490180202,492130000,492130000,492130000,492130000,492130000,492130000,492130000,492130000,492130000,492130000
490210201,490210201,490210201,490210201,490210201,490210201,490210201,491470000,491470000,491470000,491470000,491470000,491470000,491470000,491470000,491470000
490230202,490230202,490230202,490230202,490230202,490230202,490230201,490060000,490060000,490060000,490060000,490060000,490060000,490060000,490060000,490060000
490230202,490230202,490230202,490230202,490230202,490230202,490230201,490720000,490720000,490720000,490720000,490720000,490720000,490720000,490720000,490720000
490230202,490230202,490230202,490230202,490230202,490230202,490230201,491510000,491510000,491510000,491510000,491510000,491510000,491510000,491510000,491510000
490230202,490230202,490230202,490230202,490230202,490230202,490230201,491620000,491620000,491620000,491620000,491620000,491620000,491620000,491620000,491620000
490230202,490230202,490230202,490230202,490230202,490230202,490230201,491650000,491650000,491650000,491650000,491650000,491650000,491650000,491650000,491650000
490230202,490230202,490230202,490230202,490230202,490230202,490230201,492390000,492390000,492390000,492390000,492390000,492390000,492390000,492390000,492390000
490230202,490230202,490230202,490230202,490230202,490230202,490230201,492430000,492430000,492430000,492430000,492430000,492430000,492430000,492430000,492430000
490230202,490230202,490230202,490230202,490230202,490230202,490230201,493120000,493120000,493120000,493120000,493120000,493120000,493120000,493120000,493120000
490230202,490230202,490230202,490230202,490230202,490230202,490230201,493750000,493750000,493750000,493750000,493750000,493750000,493750000,493750000,493750000
490230203,490230203,490230203,490230203,490230203,490230203,490230201,490060000,490060000,490060000,490060000,490060000,490060000,490060000,490060000,490060000
490230203,490230203,490230203,490230203,490230203,490230203,490230201,490720000,490720000,490720000,490720000,490720000,490720000,490720000,490720000,490720000
490230203,490230203,490230203,490230203,490230203,490230203,490230201,491510000,491510000,491510000,491510000,491510000,491510000,491510000,491510000,491510000
